intreno;butxt;xauthgrp;syst_num;status;objname;tipob;validfrom;validto;priznas;region;bezei;home_city;city;zzcitydistr;city2;region_city;street;num;vidpr;zz_vidpr;zz_spost;zz_peref;zz_dnperp;zz_doperp;currtxt;elorgst_text;blktx;grpodr;vsp_num;vsp_name;statisp;curpriz;podrvalfrom;podrvalto;zz_objcat;zzelorgst_text;orgunit_text;blkid_easup_txt;statusesq;zz_priznas;segmentt;subsegmentt;irrate_ch;elorgst;grpodr_;usgfunction;xmusgfunction;zz_prport;zz_prpl;k4_koef_ch;first_line_house;posnr;bukrs;objnr;zz_klasz;objnr_ao;factusing;branc;segment;obsh_plosh;osnov_plosh;vspom_plosh;proch_plosh;plosh_v_ar;neis_plosh;osn_obsh;vspom_obsh;org_pm;teh_pm;balans_v;ostat_v;rinoch_v;arend_st;no_nds_st;nds;obespech;val_arend_st;val_no_nds_st;val_nds;perem_ap;obespech_z;schet_podr;vspplp;vspshch;obespech_p;schet_zdn;neis_square;orgunit;blkid_easup;orgunit_square;quan;irrate;k4_koef;zz_lattitude;zz_longitude;ctl_action;ctl_validfrom;ctl_validto;ctl_pa_loading;archive_name;file_name;ctl_loading
IB00100000206;Уральский банк;Свердловское отд. №7003;1600/1/128;В пользовании;ДО №7003/0809;Здание/помещение  (нежилое);1995-07-24;9999-12-31;Д – город с населением <100 тыс. жителей;66;обл Свердловская;;г Верхняя Салда;;;;ул Энгельса;68а;Собственность;01;Строительство;Переформатирование завершено;2012-04-10;2012-09-29;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;СОФЛДО №7003/0809;Сеть продаж;Используется;04;Ритейл;Ритейл - стритритейл, ВПП;7.108,50;01;01;01;Служебное;X;;1,2000000000;X;0000000000;1600;IB16000000000100000128;04;I000000000000000832548;06;7003;06;197.7000;135.6000;62.1000;0.0000;0.0000;0.0000;68.5888;31.4112;0.0000;0.0000;10543.5946;6417.2564;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;28.2429;1;0.0000;0.0000;19.9000;0;0.0000;10205300;38;119.4000;6.0000;7108.50;1.2000000000;58.047226;60.580805;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000222;Уральский банк;Свердловское отд. №7003;1600/1/144;В пользовании;УДО №7003/0857;Здание/помещение  (нежилое);2009-06-04;9999-12-31;Д – город с населением <100 тыс. жителей;66;обл Свердловская;;г Краснотурьинск;;;;ул Ленина;39;Собственность;01;Договор купли-продажи;;2024-03-15;2024-09-27;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;УДО №7003/0857;Сеть продаж;Используется;04;Ритейл;Ритейл - стритритейл, ВПП;6.489,00;01;01;01;Служебное;X;;-;;0000000000;1600;IB16000000000100000144;04;I000000000000000832581;06;7003;06;355.8000;311.5000;44.3000;0.0000;1.1000;0.0000;87.5492;12.4508;0.0000;0.0000;76752.5179;75348.8504;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;59.3000;1;0.0000;0.0000;0.0000;0;0.0000;10243543;38;139.1529;0.0000;6489.00;1.0000000000;59.764039;60.200526;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000229;Уральский банк;Челябинское отд. №8597;1600/1/151;В пользовании;ДО №8597/0460;Здание/помещение  (нежилое);2001-01-24;9999-12-31;СМ- сельская местность;74;обл Челябинская;р-н Увельский;;;п Увельский;;ул Кирова;7;Собственность;01;Строительство;Переформатирование завершено;2021-06-25;2022-09-01;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;C;ВСП РБ: Базовое подразделение;Специализированный доп.офис №8597/0460;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;5.728,80;01;01;01;Служебное;X;;1,2000000000;X;0000000000;1600;IB16000000000100000151;05;I000000000000000832402;06;8597;06;329.8000;329.8000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;4316.2971;4212.7059;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;47.1143;1;0.0000;0.0000;24.4000;0;0.0000;10203426;38;146.4000;6.0000;5728.80;1.2000000000;54.440114;61.354218;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000234;Уральский банк;Челябинское отд. №8597;1600/1/156;В пользовании;СДО 8597/0448 Челябинского отделения №8597;Здание/помещение  (нежилое);1996-08-20;9999-12-31;Д – город с населением <100 тыс. жителей;74;обл Челябинская;;г Троицк;;;;ул Энергетиков;24;Собственность;01;Договор купли-продажи;;2020-06-01;2020-10-20;;;;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;Иные;Специализированный доп.офис №8597/0448;Сеть продаж;Используется;04;Ритейл;Ритейл - стритритейл, ВПП;5.994,45;27;01;01;Служебное;X;;1,2000000000;X;0000000000;1600;IB16000000000100000156;04;I000000000000000831588;06;8597;06;315.1000;242.5000;72.6000;0.0000;2.3400;0.0000;76.9597;23.0403;0.0000;0.0000;5631.8921;5519.2544;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;52.5167;1;0.0000;0.0000;52.0099;0;0.0000;10203413;38;312.0594;6.0000;5994.45;1.2000000000;54.045343;61.630176;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000236;Уральский банк;Челябинское отд. №8597;1600/1/158;В пользовании;ДО №8597/0451;Здание/помещение  (нежилое);2004-12-17;9999-12-31;СМ- сельская местность;74;обл Челябинская;р-н Чесменский;;;с Чесма;;ул Советская;46А;Собственность;01;Строительство;Переформатирование завершено;2014-05-27;2014-09-30;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;C;ВСП РБ: Базовое подразделение;Специализированный доп.офис №8597/0451;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;7.044,45;01;01;01;Служебное;X;;1,2000000000;X;0000000000;1600;IB16000000000100000158;04;I000000000000000832406;06;8597;06;223.6000;223.6000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;3856.3636;3725.2473;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;22.3600;1;0.0000;0.0000;21.7100;0;0.0000;10203416;38;217.1000;10.0000;7044.45;1.2000000000;53.812446;60.652789;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000237;Уральский банк;Челябинское отд. №8597;1600/1/159;В пользовании;ДО №8597/0453;Здание/помещение  (нежилое);2000-12-21;9999-12-31;СМ- сельская местность;74;обл Челябинская;р-н Октябрьский;;;с Октябрьское;;ул Комсомольская;16;Собственность;01;Строительство;Объекты в плане следующих лет;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;C;ВСП РБ: Непереформатированные ВСП;Специализированный доп.офис №8597/0453;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;3.902,85;10;01;01;Служебное;X;;1,2000000000;X;0000000000;1600;IB16000000000100000159;04;I000000000000000831286;06;8597;06;385.0000;338.8000;46.2000;0.0000;77.7000;0.0000;88.0000;12.0000;0.0000;0.0000;6620.8761;6461.9750;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;55.0000;1;0.0000;0.0000;28.3167;0;0.0000;10203418;38;169.9000;6.0000;3902.85;1.2000000000;54.407437;62.725963;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000253;Среднерусский банк;Южное Головное отд. №1024;4000/1/87;В пользовании;Нежилое помещение (ДО9040/00210);Здание/помещение  (нежилое);2010-12-30;9999-12-31;ПГТ – поселок городского типа;50;обл Московская;;г Видное;;п совхоза им. Ленина;;км МКАД 24;зд1;Собственность;01;Договор купли-продажи;;2021-08-22;2021-11-15;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;C;ВСП РБ: Базовое подразделение;Дополнительный офис № 9040/00210;Сеть продаж;Используется;06;Ритейл;Ритейл - стритритейл, ВПП;32.445,00;01;01;01;Служебное;X;;-;;0000000000;4000;IB40000000000100000087;01;I000000000000000831428;06;1024;06;313.3000;313.3000;0.0000;0.0000;102.0000;0.0000;100.0000;0.0000;0.0000;0.0000;38887.1503;38177.9364;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;78.3250;1;0.0000;0.0000;52.8250;0;0.0000;10273323;38;211.3000;4.0000;32445.00;1.0000000000;55.549797;37.709749;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000271;Уральский банк;Башкирское отд. №8598;1600/1/176;В пользовании;ДО №8598/0765;Здание/помещение  (нежилое);2006-04-18;9999-12-31;Д – город с населением <100 тыс. жителей;02;Респ Башкортостан;р-н Мелеузовский;г Мелеуз;;;;ул Ленина;37;Собственность;01;Договор купли-продажи;Переформатирование завершено;2011-11-01;2012-01-28;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;Специализированный доп. офис № 8598/0765;Сеть продаж;Используется;04;Ритейл;Ритейл - стритритейл, ВПП;5.492,55;01;01;01;Служебное;X;;1,2000000000;X;0000000000;1600;IB16000000000100000176;04;I000000000000000832142;06;8598;06;123.5000;123.5000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;8885.9181;8680.8583;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;12.3500;1;0.0000;0.0000;12.3500;0;0.0000;10203116;38;123.5000;10.0000;5492.55;1.2000000000;52.948691;55.924251;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000272;Уральский банк;Башкирское отд. №8598;1600/1/177;В пользовании;ДО 8598/0775;Здание/помещение  (нежилое);1995-12-21;9999-12-31;СМ- сельская местность;02;Респ Башкортостан;р-н Федоровский;;;с Федоровка;;ул Ленина;40;Собственность;01;Строительство;Переформатирование завершено;2023-01-20;2023-05-30;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;C;ВСП РБ: Базовое подразделение;Специализированный доп. офис № 8598/0775;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;4.507,65;01;01;01;Служебное;X;;-;;0000000000;1600;IB16000000000100000177;05;I000000000000000832143;06;8598;06;187.0000;187.0000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;3066.8851;2993.2797;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;18.7000;1;0.0000;0.0000;18.7000;0;0.0000;10203152;38;187.0000;10.0000;4507.65;1.0000000000;53.179145;55.185307;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000273;Уральский банк;Башкирское отд. №8598;1600/1/178;В пользовании;ДО № 8598/0773;Здание/помещение  (нежилое);1994-05-12;9999-12-31;СМ- сельская местность;02;Респ Башкортостан;р-н Мелеузовский;;;с Воскресенское;;ул Ленина;зд53/2;Собственность;01;Договор купли-продажи;Объекты в плане следующих лет;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Спец по обслуж физ лиц ДО №8598/0773;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;4.053,00;10;01;01;Служебное;X;;1,2000000000;X;0000000000;1600;IB16000000000100000178;05;I000000000000000832144;06;8598;06;57.3000;57.3000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;1178.7347;1138.6579;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;57.3000;1;0.0000;0.0000;57.3000;0;0.0000;10280621;38;57.3000;1.0000;4053.00;1.2000000000;53.120967;56.142229;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100000274;Уральский банк;Башкирское отд. №8598;1600/1/179;В пользовании;ДО №8598/0769;Здание/помещение  (нежилое);1995-04-07;9999-12-31;Д – город с населением <100 тыс. жителей;02;Респ Башкортостан;р-н Мелеузовский;г Мелеуз;;;;ул Ленина;133;Собственность;01;Договор купли-продажи;Переформатирование завершено;2024-12-25;2025-06-30;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;Специализированный доп. офис № 8598/0769;Сеть продаж;Используется;04;Ритейл;Ритейл - стритритейл, ВПП;6.590,85;01;01;01;Служебное;X;;1,2000000000;X;0000000000;1600;IB16000000000100000179;04;I000000000000000832145;06;8598;06;192.4000;192.4000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;16877.4620;16707.7451;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;13.7429;1;0.0000;0.0000;13.7429;0;0.0000;10203120;38;192.4000;14.0000;6590.85;1.2000000000;52.964610;55.926011;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
